Trip_ID,Start_Location,Destination,Country,Start_Date,End_Date,Duration_Days,Accommodation_Type,Accommodation_Cost,Transport_Type,Transport_Cost,Food_Cost,Activity_Cost,Base_Currency,User_Selected_Currency,Currency_Rate,Total_Expense,Distance_km,Train_Class
3912,Mumbai,New York,USA,2024-08-31,2024-09-06,6,Hotel 5-star,240,Bus,30.59,63.0,283.5,USD,GBP,0.79,487.5,12538,
3913,Pune,Sydney,Australia,2024-06-09,2024-06-21,12,Airbnb,840,Train,,180.0,810.0,USD,EUR,0.92,,10037,Sha_EC
3914,Surat,Dubai,UAE,2024-08-10,2024-08-17,7,Hotel 4-star,175,Flight,856.7,59.5,267.75,USD,AED,3.67,4987.35,1848,
3915,Hyderabad,Bengaluru,India,2024-05-15,2024-05-17,2,Airbnb,140,Flight,630.37,24.0,108.0,USD,GBP,0.79,712.87,500,
3916,Bengaluru,Dubai,UAE,2024-07-10,2024-07-20,10,Hotel 5-star,400,Bike,65.69,85.0,382.5,USD,INR,83.0,77454.77,2705,
3917,Chennai,Berlin,Germany,2024-08-21,2024-08-23,2,Hotel 3-star,24,Train,,35.0,157.5,USD,AED,3.67,,7299,JS_2S
3918,Pune,New York,USA,2024-02-12,2024-02-17,5,Hotel 4-star,125,Car,884.73,52.5,236.25,USD,GBP,0.79,1025.8,12639,
3919,Kolkata,Mumbai,India,2024-08-13,2024-08-15,2,Hotel 4-star,50,Train,,24.0,108.0,USD,GBP,0.79,,1655,Sha_EC
3920,Kolkata,Sydney,Australia,2024-05-10,2024-05-16,6,Hotel 3-star,72,Bus,23.07,90.0,405.0,USD,USD,1.0,590.07,9138,
3921,Ahmedabad,Tokyo,Japan,2024-07-09,2024-07-14,5,Hostel,35,Train,,70.0,315.0,USD,GBP,0.79,,6529,Yuva_18_35
3922,Pune,Berlin,Germany,2024-05-09,2024-05-14,5,Hotel 4-star,125,Flight,147.15,87.5,393.75,USD,INR,83.0,62532.2,6399,
3923,Jaipur,Tokyo,Japan,2024-01-26,2024-02-02,7,Hotel 3-star,84,Bike,241.68,98.0,441.0,USD,GBP,0.79,683.1,6042,
3924,Ahmedabad,Berlin,Germany,2024-08-22,2024-08-31,9,Airbnb,630,Flight,951.07,157.5,708.75,USD,INR,83.0,203127.56,5929,
3925,Hyderabad,Paris,France,2024-04-12,2024-04-18,6,Hotel 3-star,72,Flight,1002.35,102.0,459.0,USD,JPY,153.0,250208.55,7555,
3926,Hyderabad,Singapore,Singapore,2024-04-17,2024-04-28,11,Hotel 5-star,440,Bus,57.93,203.5,915.75,USD,AED,3.67,5935.05,3293,
3927,Hyderabad,Paris,France,2024-05-08,2024-05-12,4,Hotel 3-star,48,Train,7.34,68.0,306.0,USD,AED,3.67,1575.68,7555,Exp_2S
3928,Pune,Singapore,Singapore,2024-09-04,2024-09-06,2,Hotel 5-star,80,Bus,58.99,37.0,166.5,USD,USD,1.0,342.49,3784,
3929,Ahmedabad,Bengaluru,India,2024-05-02,2024-05-04,2,Hotel 5-star,80,Car,98.96,24.0,108.0,USD,INR,83.0,25809.68,1237,
3930,Delhi,Berlin,Germany,2024-09-03,2024-09-05,2,Hotel 5-star,80,Bike,288.3,35.0,157.5,USD,INR,83.0,46546.4,5766,
3931,Hyderabad,Singapore,Singapore,2024-06-29,2024-07-06,7,Hotel 4-star,175,Bus,48.75,129.5,582.75,USD,EUR,0.92,861.12,3293,
3932,Kolkata,Bengaluru,India,2024-09-04,2024-09-12,8,Hotel 5-star,320,Train,,96.0,432.0,USD,JPY,153.0,,1561,Ord_LocalSuburb
3933,Chennai,London,UK,2024-08-04,2024-08-09,5,Airbnb,350,Bus,48.62,95.0,427.5,USD,INR,83.0,76452.96,8211,
3934,Ahmedabad,London,UK,2024-07-11,2024-07-22,11,Hotel 3-star,132,Train,,209.0,940.5,USD,JPY,153.0,,6844,Raj_2A
3935,Delhi,Dubai,UAE,2024-01-22,2024-02-02,11,Hotel 4-star,275,Flight,307.3,93.5,420.75,USD,AED,3.67,4024.34,2195,
3936,Kolkata,New York,USA,2024-09-01,2024-09-13,12,Airbnb,840,Car,892.22,126.0,567.0,USD,GBP,0.79,1915.92,12746,
3937,Kolkata,Sydney,Australia,2024-05-09,2024-05-12,3,Hostel,21,Bike,391.63,45.0,202.5,USD,EUR,0.92,607.32,9138,
3938,Chennai,New York,USA,2024-08-28,2024-09-07,10,Airbnb,700,Car,943.11,105.0,472.5,USD,INR,83.0,184310.63,13473,
3939,Bengaluru,New York,USA,2024-05-12,2024-05-14,2,Hostel,14,Train,31.08,21.0,94.5,USD,AED,3.67,589.33,13368,AC_3A
3940,Ahmedabad,Berlin,Germany,2024-03-24,2024-03-28,4,Airbnb,280,Train,25.55,70.0,315.0,USD,INR,83.0,57315.65,5929,AC_CC
3941,Chennai,New York,USA,2024-08-17,2024-08-24,7,Hotel 3-star,84,Bus,16.69,73.5,330.75,USD,AED,3.67,1853.13,13473,
3942,Mumbai,Dubai,UAE,2024-05-08,2024-05-19,11,Hotel 4-star,275,Flight,322.27,93.5,420.75,USD,JPY,153.0,170062.56,1935,
3943,Chennai,Singapore,Singapore,2024-08-15,2024-08-21,6,Hostel,42,Bus,53.28,111.0,499.5,USD,AED,3.67,2590.21,2902,
3944,Ahmedabad,Mumbai,India,2024-04-20,2024-04-21,1,Airbnb,70,Car,35.2,12.0,54.0,USD,INR,83.0,14209.6,440,
3945,Delhi,Dubai,UAE,2024-05-13,2024-05-24,11,Hotel 5-star,440,Train,,93.5,420.75,USD,JPY,153.0,,2195,Sha_EC
3946,Bengaluru,Dubai,UAE,2024-08-11,2024-08-20,9,Airbnb,630,Bus,36.67,76.5,344.25,USD,AED,3.67,3990.83,2705,
3947,Pune,Bengaluru,India,2024-06-01,2024-06-08,7,Hostel,49,Train,2.43,84.0,378.0,USD,USD,1.0,513.43,735,JS_2S
3948,Jaipur,Berlin,Germany,2024-08-05,2024-08-08,3,Hotel 4-star,75,Bus,30.14,52.5,236.25,USD,INR,83.0,32692.87,5822,
3949,Bengaluru,London,UK,2024-06-05,2024-06-11,6,Hotel 3-star,72,Train,80.87,114.0,513.0,USD,AED,3.67,2862.12,8035,AC_1A
3950,Jaipur,Dubai,UAE,2024-04-18,2024-04-23,5,Hotel 3-star,60,Train,6.63,42.5,191.25,USD,INR,83.0,24931.54,2056,Yuva_18_35
3951,Surat,Sydney,Australia,2024-04-12,2024-04-17,5,Airbnb,350,Bus,53.68,75.0,337.5,USD,AED,3.67,2995.38,10296,
3952,Bengaluru,Singapore,Singapore,2024-05-25,2024-06-04,10,Airbnb,700,Car,390.23,185.0,832.5,USD,INR,83.0,174941.59,3164,
3953,Bengaluru,London,UK,2024-04-15,2024-04-24,9,Hotel 5-star,360,Flight,383.76,171.0,769.5,USD,GBP,0.79,1330.57,8035,
3954,Bengaluru,Berlin,Germany,2024-06-26,2024-07-07,11,Hotel 3-star,132,Flight,471.73,192.5,866.25,USD,EUR,0.92,1529.48,7131,
3955,Delhi,Singapore,Singapore,2024-04-06,2024-04-16,10,Hostel,70,Bike,219.73,185.0,832.5,USD,AED,3.67,4797.53,4157,
3956,Bengaluru,Singapore,Singapore,2024-08-27,2024-08-30,3,Hostel,21,Car,390.23,55.5,249.75,USD,EUR,0.92,659.16,3164,
3957,Hyderabad,Mumbai,India,2024-01-14,2024-01-21,7,Hostel,49,Car,49.68,84.0,378.0,USD,AED,3.67,2057.7,621,
3958,Chennai,London,UK,2024-07-06,2024-07-08,2,Hotel 4-star,50,Train,,38.0,171.0,USD,GBP,0.79,,8211,GR_3A
3959,Hyderabad,Tokyo,Japan,2024-08-17,2024-08-25,8,Hotel 5-star,320,Flight,1121.36,112.0,504.0,USD,INR,83.0,170760.88,6311,
3960,Kolkata,Mumbai,India,2024-05-15,2024-05-17,2,Hostel,14,Train,6.63,24.0,108.0,USD,JPY,153.0,23352.39,1655,Yuva_18_35
3961,Kolkata,Dubai,UAE,2024-03-31,2024-04-06,6,Hotel 5-star,240,Train,19.36,51.0,229.5,USD,EUR,0.92,496.67,3369,AC_CC
3962,Bengaluru,Sydney,Australia,2024-06-11,2024-06-17,6,Hotel 4-star,150,Train,80.87,90.0,405.0,USD,GBP,0.79,573.44,9349,AC_1A
3963,Delhi,Tokyo,Japan,2024-05-01,2024-05-02,1,Hostel,7,Train,,14.0,63.0,USD,GBP,0.79,,5839,Sha_CC
3964,Surat,Mumbai,India,2024-01-27,2024-02-04,8,Hostel,56,Car,18.64,96.0,432.0,USD,EUR,0.92,554.43,233,
3965,Delhi,Dubai,UAE,2024-04-05,2024-04-16,11,Hotel 3-star,132,Flight,1046.09,93.5,420.75,USD,AED,3.67,6210.89,2195,
3966,Chennai,Dubai,UAE,2024-06-02,2024-06-14,12,Airbnb,840,Bus,13.15,102.0,459.0,USD,JPY,153.0,216364.95,2944,
3967,Kolkata,New York,USA,2024-06-25,2024-06-30,5,Airbnb,350,Flight,792.67,52.5,236.25,USD,USD,1.0,1431.42,12746,
3968,Kolkata,Singapore,Singapore,2024-09-03,2024-09-11,8,Hotel 3-star,96,Train,8.64,148.0,666.0,USD,GBP,0.79,725.73,2891,Exp_SL
3969,Pune,Bengaluru,India,2024-02-17,2024-02-28,11,Hotel 5-star,440,Bike,25.2,132.0,594.0,USD,USD,1.0,1191.2,735,
3970,Ahmedabad,Berlin,Germany,2024-02-18,2024-02-24,6,Hotel 3-star,72,Flight,642.25,105.0,472.5,USD,USD,1.0,1291.75,5929,
3971,Kolkata,Sydney,Australia,2024-05-26,2024-05-28,2,Hotel 4-star,50,Train,41.51,30.0,135.0,USD,GBP,0.79,202.64,9138,Ord_FC
3972,Ahmedabad,Tokyo,Japan,2024-03-29,2024-04-03,5,Hotel 4-star,125,Flight,1048.1,70.0,315.0,USD,GBP,0.79,1230.9,6529,
3973,Hyderabad,Tokyo,Japan,2024-07-17,2024-07-23,6,Hostel,42,Flight,1173.63,84.0,378.0,USD,JPY,153.0,256677.39,6311,
3974,Delhi,Berlin,Germany,2024-05-11,2024-05-15,4,Airbnb,280,Bus,43.14,70.0,315.0,USD,INR,83.0,58775.62,5766,
3975,Surat,New York,USA,2024-08-31,2024-09-12,12,Hotel 4-star,300,Train,,126.0,567.0,USD,AED,3.67,,12327,Raj_1A
3976,Ahmedabad,Sydney,Australia,2024-06-17,2024-06-27,10,Hotel 5-star,400,Flight,861.1,150.0,675.0,USD,GBP,0.79,1648.02,10437,
3977,Delhi,London,UK,2024-01-05,2024-01-16,11,Hotel 5-star,440,Car,848.29,209.0,940.5,USD,EUR,0.92,2242.77,6697,
3978,Ahmedabad,Sydney,Australia,2024-01-04,2024-01-08,4,Airbnb,280,Flight,1193.27,60.0,270.0,USD,JPY,153.0,275900.31,10437,
3979,Mumbai,New York,USA,2024-03-14,2024-03-23,9,Hotel 4-star,225,Flight,454.96,94.5,425.25,USD,USD,1.0,1199.71,12538,
3980,Kolkata,Singapore,Singapore,2024-02-28,2024-03-04,5,Hostel,35,Flight,258.19,92.5,416.25,USD,INR,83.0,66561.02,2891,
3981,Delhi,Mumbai,India,2024-05-13,2024-05-21,8,Airbnb,560,Flight,988.03,96.0,432.0,USD,GBP,0.79,1640.06,1153,
3982,Bengaluru,Sydney,Australia,2024-02-04,2024-02-16,12,Airbnb,840,Car,934.9,180.0,810.0,USD,INR,83.0,229486.7,9349,
3983,Bengaluru,Singapore,Singapore,2024-09-06,2024-09-09,3,Hostel,21,Bus,5.57,55.5,249.75,USD,EUR,0.92,305.27,3164,
3984,Jaipur,New York,USA,2024-07-23,2024-08-01,9,Airbnb,630,Car,831.25,94.5,425.25,USD,JPY,153.0,303093.0,11875,
3985,Bengaluru,Sydney,Australia,2024-05-15,2024-05-19,4,Hostel,28,Flight,331.86,60.0,270.0,USD,USD,1.0,689.86,9349,
3986,Mumbai,Singapore,Singapore,2024-05-25,2024-06-05,11,Hotel 3-star,132,Bike,206.35,203.5,915.75,USD,EUR,0.92,1340.99,3904,
3987,Chennai,Dubai,UAE,2024-01-23,2024-01-25,2,Hostel,14,Train,,17.0,76.5,USD,AED,3.67,,2944,Yuva_18_35
3988,Delhi,Dubai,UAE,2024-02-22,2024-02-25,3,Hotel 4-star,75,Bike,53.31,25.5,114.75,USD,JPY,153.0,41089.68,2195,
3989,Hyderabad,Tokyo,Japan,2024-06-13,2024-06-15,2,Airbnb,140,Bike,252.44,28.0,126.0,USD,EUR,0.92,502.72,6311,
3990,Ahmedabad,London,UK,2024-03-22,2024-03-29,7,Hotel 3-star,84,Bike,371.53,133.0,598.5,USD,JPY,153.0,181615.59,6844,
3991,Surat,Mumbai,India,2024-03-20,2024-03-21,1,Hotel 4-star,25,Flight,861.9,12.0,54.0,USD,AED,3.67,3497.14,233,
3992,Mumbai,London,UK,2024-02-01,2024-02-06,5,Hotel 5-star,200,Train,31.08,95.0,427.5,USD,INR,83.0,62547.14,7192,AC_3A
3993,Delhi,Dubai,UAE,2024-05-01,2024-05-09,8,Hotel 4-star,200,Flight,722.31,68.0,306.0,USD,EUR,0.92,1192.61,2195,
3994,Delhi,Berlin,Germany,2024-08-01,2024-08-06,5,Hotel 5-star,200,Train,,87.5,393.75,USD,USD,1.0,,5766,Yuva_18_35
3995,Pune,Mumbai,India,2024-03-03,2024-03-10,7,Airbnb,490,Bike,4.11,84.0,378.0,USD,GBP,0.79,755.33,120,
3996,Mumbai,Sydney,Australia,2024-01-14,2024-01-26,12,Hotel 4-star,300,Flight,720.0,180.0,810.0,USD,USD,1.0,2010.0,10157,
3997,Hyderabad,New York,USA,2024-03-10,2024-03-20,10,Hotel 5-star,400,Car,907.06,105.0,472.5,USD,AED,3.67,6916.34,12958,
3998,Chennai,London,UK,2024-02-09,2024-02-13,4,Hostel,28,Train,,76.0,342.0,USD,GBP,0.79,,8211,Yuva_Other
3999,Pune,Singapore,Singapore,2024-07-07,2024-07-14,7,Hotel 4-star,175,Car,466.69,129.5,582.75,USD,JPY,153.0,207152.82,3784,
4000,Chennai,Mumbai,India,2024-08-18,2024-08-30,12,Hotel 5-star,480,Bike,35.42,144.0,648.0,USD,INR,83.0,108515.86,1033,
4001,Kolkata,London,UK,2024-04-21,2024-05-03,12,Hostel,84,Bus,57.38,228.0,1026.0,USD,EUR,0.92,1283.75,7962,
4002,Chennai,New York,USA,2024-09-05,2024-09-09,4,Hotel 5-star,160,Bike,404.19,42.0,189.0,USD,JPY,153.0,121664.07,13473,
4003,Jaipur,New York,USA,2024-05-09,2024-05-20,11,Hostel,77,Flight,279.21,115.5,519.75,USD,EUR,0.92,912.14,11875,
4004,Delhi,Mumbai,India,2024-03-31,2024-04-07,7,Hotel 4-star,175,Bike,39.53,84.0,378.0,USD,EUR,0.92,622.41,1153,
4005,Jaipur,Singapore,Singapore,2024-03-16,2024-03-26,10,Airbnb,700,Bike,218.09,185.0,832.5,USD,EUR,0.92,1780.74,4126,
4006,Kolkata,Berlin,Germany,2024-07-26,2024-07-27,1,Hostel,7,Train,41.51,17.5,78.75,USD,GBP,0.79,114.36,7031,Ord_FC
4007,Jaipur,Tokyo,Japan,2024-06-23,2024-06-27,4,Hotel 3-star,48,Train,41.51,56.0,252.0,USD,INR,83.0,32993.33,6042,Ord_FC
4008,Delhi,London,UK,2024-02-04,2024-02-11,7,Hostel,49,Bus,33.96,133.0,598.5,USD,AED,3.67,2989.07,6697,
4009,Mumbai,Paris,France,2024-02-16,2024-02-18,2,Hotel 4-star,50,Train,,34.0,153.0,USD,JPY,153.0,,7009,Sha_CC
4010,Bengaluru,Tokyo,Japan,2024-09-04,2024-09-05,1,Airbnb,70,Bus,42.12,14.0,63.0,USD,JPY,153.0,28935.36,6658,
4011,Delhi,New York,USA,2024-08-09,2024-08-19,10,Hotel 5-star,400,Car,821.94,105.0,472.5,USD,GBP,0.79,1421.56,11742,
4012,Delhi,Bengaluru,India,2024-05-05,2024-05-09,4,Hotel 5-star,160,Flight,748.54,48.0,216.0,USD,AED,3.67,4303.22,1750,
4013,Pune,Singapore,Singapore,2024-07-02,2024-07-03,1,Hotel 5-star,40,Bus,22.6,18.5,83.25,USD,AED,3.67,603.16,3784,
4014,Ahmedabad,New York,USA,2024-04-25,2024-05-02,7,Hotel 3-star,84,Flight,739.23,73.5,330.75,USD,INR,83.0,101880.84,12131,
4015,Jaipur,New York,USA,2024-03-09,2024-03-13,4,Hotel 4-star,100,Flight,450.54,42.0,189.0,USD,JPY,153.0,119575.62,11875,
4016,Kolkata,Sydney,Australia,2024-08-26,2024-09-04,9,Hotel 3-star,108,Flight,305.7,135.0,607.5,USD,JPY,153.0,176898.6,9138,
4017,Bengaluru,London,UK,2024-04-29,2024-04-30,1,Hostel,7,Flight,420.0,19.0,85.5,USD,JPY,153.0,81319.5,8035,
4018,Ahmedabad,Dubai,UAE,2024-06-11,2024-06-14,3,Hostel,21,Bike,43.01,25.5,114.75,USD,INR,83.0,16953.58,1771,
4019,Mumbai,Sydney,Australia,2024-05-08,2024-05-13,5,Hostel,35,Car,1015.7,75.0,337.5,USD,AED,3.67,5369.94,10157,
4020,Jaipur,Tokyo,Japan,2024-09-02,2024-09-09,7,Hotel 4-star,175,Car,563.92,98.0,441.0,USD,INR,83.0,106067.36,6042,
4021,Surat,Sydney,Australia,2024-03-29,2024-03-31,2,Hostel,14,Train,,30.0,135.0,USD,AED,3.67,,10296,Sha_EC
4022,Bengaluru,New York,USA,2024-04-05,2024-04-15,10,Airbnb,700,Flight,269.43,105.0,472.5,USD,GBP,0.79,1222.07,13368,
4023,Surat,Berlin,Germany,2024-02-02,2024-02-08,6,Hotel 4-star,150,Bus,25.42,105.0,472.5,USD,INR,83.0,62492.36,6103,
4024,Chennai,Mumbai,India,2024-06-14,2024-06-22,8,Hotel 5-star,320,Flight,387.29,96.0,432.0,USD,USD,1.0,1235.29,1033,
4025,Bengaluru,London,UK,2024-07-24,2024-07-26,2,Hotel 3-star,24,Train,,38.0,171.0,USD,JPY,153.0,,8035,GR_3A
4026,Mumbai,New York,USA,2024-01-17,2024-01-26,9,Hostel,63,Train,4.52,94.5,425.25,USD,EUR,0.92,540.29,12538,Ord_Passenger
4027,Hyderabad,London,UK,2024-07-14,2024-07-17,3,Hostel,21,Flight,752.17,57.0,256.5,USD,USD,1.0,1086.67,7722,
4028,Ahmedabad,Berlin,Germany,2024-06-07,2024-06-17,10,Airbnb,700,Car,691.72,175.0,787.5,USD,EUR,0.92,2165.88,5929,
4029,Pune,Bengaluru,India,2024-05-12,2024-05-16,4,Hotel 3-star,48,Car,58.8,48.0,216.0,USD,AED,3.67,1360.84,735,
4030,Kolkata,Tokyo,Japan,2024-03-01,2024-03-09,8,Hostel,56,Bike,205.2,112.0,504.0,USD,GBP,0.79,692.99,5130,
4031,Ahmedabad,Berlin,Germany,2024-06-12,2024-06-14,2,Hotel 5-star,80,Flight,612.54,35.0,157.5,USD,USD,1.0,885.04,5929,
4032,Delhi,Berlin,Germany,2024-04-17,2024-04-25,8,Airbnb,560,Flight,391.37,140.0,630.0,USD,JPY,153.0,263369.61,5766,
4033,Kolkata,Paris,France,2024-03-14,2024-03-23,9,Airbnb,630,Flight,654.37,153.0,688.5,USD,AED,3.67,7801.94,7856,
4034,Ahmedabad,London,UK,2024-07-27,2024-07-29,2,Airbnb,140,Bus,54.78,38.0,171.0,USD,JPY,153.0,61778.34,6844,
4035,Chennai,Bengaluru,India,2024-02-19,2024-03-01,11,Airbnb,770,Car,23.2,132.0,594.0,USD,USD,1.0,1519.2,290,
4036,Chennai,Singapore,Singapore,2024-08-13,2024-08-22,9,Hotel 5-star,360,Car,357.91,166.5,749.25,USD,EUR,0.92,1502.97,2902,
4037,Delhi,Dubai,UAE,2024-01-20,2024-01-29,9,Hotel 3-star,108,Bus,9.53,76.5,344.25,USD,GBP,0.79,425.24,2195,
4038,Pune,New York,USA,2024-08-03,2024-08-04,1,Hotel 4-star,25,Bus,17.14,10.5,47.25,USD,JPY,153.0,15283.17,12639,
4039,Delhi,Berlin,Germany,2024-02-15,2024-02-24,9,Hostel,63,Bike,288.3,157.5,708.75,USD,EUR,0.92,1120.15,5766,
4040,Delhi,London,UK,2024-04-04,2024-04-12,8,Hotel 3-star,96,Car,848.29,152.0,684.0,USD,INR,83.0,147764.07,6697,
4041,Ahmedabad,Dubai,UAE,2024-04-27,2024-05-05,8,Hotel 3-star,96,Bike,43.01,68.0,306.0,USD,JPY,153.0,78490.53,1771,
4042,Chennai,Mumbai,India,2024-08-31,2024-09-04,4,Hotel 4-star,100,Car,82.64,48.0,216.0,USD,INR,83.0,37071.12,1033,
4043,Kolkata,London,UK,2024-04-04,2024-04-05,1,Hostel,7,Flight,396.92,19.0,85.5,USD,GBP,0.79,401.65,7962,
4044,Hyderabad,Bengaluru,India,2024-07-13,2024-07-14,1,Hotel 5-star,40,Bike,17.14,12.0,54.0,USD,INR,83.0,10220.62,500,
4045,Jaipur,Berlin,Germany,2024-02-21,2024-02-23,2,Hotel 3-star,24,Train,,35.0,157.5,USD,INR,83.0,,5822,Raj_1A
4046,Delhi,Berlin,Germany,2024-02-17,2024-02-24,7,Hotel 3-star,84,Bike,288.3,122.5,551.25,USD,USD,1.0,1046.05,5766,
4047,Bengaluru,Mumbai,India,2024-08-21,2024-08-27,6,Airbnb,420,Car,67.6,72.0,324.0,USD,INR,83.0,73338.8,845,
4048,Surat,Tokyo,Japan,2024-01-22,2024-01-28,6,Hotel 3-star,72,Bike,264.28,84.0,378.0,USD,EUR,0.92,734.42,6607,
4049,Jaipur,Berlin,Germany,2024-07-09,2024-07-10,1,Hostel,7,Bike,291.1,17.5,78.75,USD,EUR,0.92,362.8,5822,
4050,Ahmedabad,Bengaluru,India,2024-03-21,2024-03-29,8,Hostel,56,Flight,976.66,96.0,432.0,USD,AED,3.67,5727.62,1237,
4051,Pune,Paris,France,2024-05-30,2024-06-07,8,Hotel 4-star,200,Car,807.5,136.0,612.0,USD,INR,83.0,145706.5,7125,
4052,Mumbai,Sydney,Australia,2024-06-25,2024-06-26,1,Hotel 4-star,25,Bike,435.3,15.0,67.5,USD,GBP,0.79,428.81,10157,
4053,Pune,Paris,France,2024-02-01,2024-02-13,12,Hotel 4-star,300,Flight,391.01,204.0,918.0,USD,USD,1.0,1813.01,7125,
4054,Hyderabad,Dubai,UAE,2024-06-11,2024-06-17,6,Hotel 4-star,150,Train,25.87,51.0,229.5,USD,INR,83.0,37878.71,2553,Exp_FC
4055,Pune,Sydney,Australia,2024-06-05,2024-06-14,9,Hotel 3-star,108,Flight,1125.0,135.0,607.5,USD,GBP,0.79,1560.64,10037,
4056,Kolkata,Tokyo,Japan,2024-04-23,2024-04-26,3,Hostel,21,Bike,205.2,42.0,189.0,USD,JPY,153.0,69951.6,5130,
4057,Delhi,Dubai,UAE,2024-07-18,2024-07-28,10,Hotel 5-star,400,Bike,53.31,85.0,382.5,USD,INR,83.0,76427.23,2195,
4058,Delhi,London,UK,2024-08-01,2024-08-12,11,Hotel 5-star,440,Bus,23.11,209.0,940.5,USD,AED,3.67,5918.28,6697,
4059,Ahmedabad,London,UK,2024-06-09,2024-06-13,4,Hotel 3-star,48,Car,866.91,76.0,342.0,USD,EUR,0.92,1226.28,6844,
4060,Chennai,Sydney,Australia,2024-07-04,2024-07-05,1,Hotel 5-star,40,Bus,31.57,15.0,67.5,USD,GBP,0.79,121.72,9126,
4061,Bengaluru,Singapore,Singapore,2024-01-27,2024-02-04,8,Hotel 3-star,96,Car,390.23,148.0,666.0,USD,INR,83.0,107919.09,3164,
4062,Bengaluru,New York,USA,2024-02-29,2024-03-04,4,Hostel,28,Bus,49.04,42.0,189.0,USD,GBP,0.79,243.35,13368,
4063,Bengaluru,Tokyo,Japan,2024-07-02,2024-07-07,5,Hostel,35,Car,621.41,70.0,315.0,USD,USD,1.0,1041.41,6658,
4064,Pune,Mumbai,India,2024-03-21,2024-03-31,10,Airbnb,700,Bus,40.05,120.0,540.0,USD,INR,83.0,116204.15,120,
4065,Hyderabad,Berlin,Germany,2024-08-20,2024-08-25,5,Hotel 4-star,125,Bike,340.25,87.5,393.75,USD,AED,3.67,3473.65,6805,
4066,Bengaluru,Sydney,Australia,2024-07-28,2024-08-07,10,Hotel 4-star,250,Bike,400.67,150.0,675.0,USD,EUR,0.92,1357.62,9349,
4067,Kolkata,Paris,France,2024-02-11,2024-02-20,9,Hotel 5-star,360,Car,890.35,153.0,688.5,USD,INR,83.0,173623.55,7856,
4068,Hyderabad,Singapore,Singapore,2024-02-01,2024-02-07,6,Hotel 5-star,240,Train,19.05,111.0,499.5,USD,EUR,0.92,799.99,3293,AC_CC
4069,Delhi,Bengaluru,India,2024-08-24,2024-08-25,1,Airbnb,70,Train,19.28,12.0,54.0,USD,JPY,153.0,23757.84,1750,Raj_3A
4070,Delhi,Singapore,Singapore,2024-06-06,2024-06-12,6,Hotel 3-star,72,Bus,11.35,111.0,499.5,USD,EUR,0.92,638.34,4157,
4071,Delhi,Dubai,UAE,2024-06-13,2024-06-17,4,Hotel 3-star,48,Car,124.38,34.0,153.0,USD,GBP,0.79,283.91,2195,
4072,Ahmedabad,Paris,France,2024-02-25,2024-03-06,10,Hotel 4-star,250,Train,45.94,170.0,765.0,USD,GBP,0.79,972.44,6676,AC_2A
4073,Surat,Bengaluru,India,2024-04-14,2024-04-19,5,Hotel 3-star,60,Bus,49.93,60.0,270.0,USD,GBP,0.79,347.54,1043,
4074,Hyderabad,Sydney,Australia,2024-01-03,2024-01-06,3,Hotel 5-star,120,Bus,58.35,45.0,202.5,USD,EUR,0.92,391.78,9569,
4075,Delhi,Berlin,Germany,2024-08-18,2024-08-19,1,Hotel 3-star,12,Bus,6.12,17.5,78.75,USD,USD,1.0,114.37,5766,
4076,Pune,Tokyo,Japan,2024-07-12,2024-07-23,11,Hotel 4-star,275,Flight,813.57,154.0,693.0,USD,GBP,0.79,1529.1,6664,
4077,Bengaluru,Dubai,UAE,2024-08-31,2024-09-01,1,Hotel 5-star,40,Bus,8.98,8.5,38.25,USD,INR,83.0,7945.59,2705,
4078,Chennai,Sydney,Australia,2024-06-05,2024-06-10,5,Hotel 4-star,125,Bike,391.11,75.0,337.5,USD,USD,1.0,928.61,9126,
4079,Surat,Bengaluru,India,2024-06-16,2024-06-22,6,Airbnb,420,Bus,16.82,72.0,324.0,USD,JPY,153.0,127421.46,1043,
4080,Ahmedabad,Tokyo,Japan,2024-05-04,2024-05-07,3,Hotel 4-star,75,Bus,28.71,42.0,189.0,USD,INR,83.0,27780.93,6529,
4081,Mumbai,London,UK,2024-05-11,2024-05-19,8,Hostel,56,Flight,499.26,152.0,684.0,USD,GBP,0.79,1099.1,7192,
4082,Pune,Mumbai,India,2024-01-02,2024-01-09,7,Hotel 5-star,280,Car,9.6,84.0,378.0,USD,INR,83.0,62382.8,120,
4083,Mumbai,Sydney,Australia,2024-07-01,2024-07-10,9,Hostel,63,Bike,435.3,135.0,607.5,USD,EUR,0.92,1141.54,10157,
4084,Jaipur,Mumbai,India,2024-04-17,2024-04-27,10,Hotel 3-star,120,Bus,18.87,120.0,540.0,USD,JPY,153.0,122227.11,921,
4085,Surat,Tokyo,Japan,2024-03-17,2024-03-25,8,Hotel 5-star,320,Bus,30.55,112.0,504.0,USD,GBP,0.79,763.57,6607,
4086,Chennai,New York,USA,2024-05-16,2024-05-26,10,Hostel,70,Flight,488.84,105.0,472.5,USD,GBP,0.79,897.71,13473,
4087,Surat,Singapore,Singapore,2024-06-14,2024-06-26,12,Hotel 3-star,144,Car,495.43,222.0,999.0,USD,AED,3.67,6827.78,4017,
4088,Hyderabad,Dubai,UAE,2024-08-02,2024-08-08,6,Hotel 4-star,150,Bus,49.79,51.0,229.5,USD,USD,1.0,480.29,2553,
